"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","TSN","Latin_Name","Tag_Status","Host_Tag","Host_Latin_Name","Host_Status","Condition","Exotic"
"GWMP-0256","GWMP","TIDE","na",4.00,2,"Region",2019,20190520,28610,"Vitis vulpina","Sapling",4549,"Ilex opaca","Alive Standing","Vines in the crown",0
"GWMP-0256","GWMP","TIDE","na",4.00,2,"Region",2019,20190520,28632,"Ampelopsis brevipedunculata","Sapling",4549,"Ilex opaca","Alive Standing","Vines in the crown",1
"GWMP-0256","GWMP","TIDE","na",4.00,2,"Region",2019,20190520,29393,"Hedera helix","Sapling",4549,"Ilex opaca","Alive Standing","Vines in the crown",1
"GWMP-0256","GWMP","TIDE","na",4.00,2,"Region",2019,20190520,28602,"Parthenocissus quinquefolia","Sapling",4549,"Ilex opaca","Alive Standing","Vines in the crown",0
"NACE-0649","NACE","PISC","PISC",3.00,3,"Region",2016,20160511,35283,"Lonicera japonica","Sapling",16472,"Diospyros virginiana","Alive Standing",,1
"NACE-0649","NACE","PISC","PISC",3.00,3,"Region",2016,20160511,506068,"Celastrus orbiculatus","Sapling",16472,"Diospyros virginiana","Alive Standing",,1
"PRWI-0273","PRWI","PRWI","na",3.00,3,"Region",2016,20160609,43346,"Smilax rotundifolia","Sapling",22417,"Fagus grandifolia","Alive Standing",,0
"PRWI-0120","PRWI","PRWI","na",3.00,2,"Region",2015,20150618,43346,"Smilax rotundifolia","Sapling",22118,"Quercus alba","Alive Standing",,0
"CHOH-0271","CHOH","WILL","na",3.00,4,"Region",2017,20170811,506068,"Celastrus orbiculatus","Sapling",12049,"Ligustrum vulgare","Alive Standing","Vines in the crown",1
"ROCR-0147","ROCR","ROCR","na",3.00,4,"Region",2017,20170516,43346,"Smilax rotundifolia","Sapling",14685,"Quercus phellos","Alive Standing","Vines in the crown",0
"MANA-0218","MANA","MANA","na",3.00,3,"Region",2016,20160428,35283,"Lonicera japonica","Sapling",16311,"Elaeagnus umbellata","Alive Standing",,1
"PRWI-0025","PRWI","PRWI","na",4.00,2,"Region",2019,20190708,43346,"Smilax rotundifolia","Sapling",6703,"Quercus falcata","Alive Standing",,0
"ROCR-0023","ROCR","ROCR","na",3.00,4,"Region",2017,20170810,506068,"Celastrus orbiculatus","Sapling",9941,"Carpinus caroliniana","Alive Standing",,1
"PRWI-0598","PRWI","PRWI","na",3.00,4,"Region",2017,20170801,43346,"Smilax rotundifolia","Sapling",23106,"Ilex opaca","Alive Standing",,0
"PRWI-0164","PRWI","PRWI","na",3.00,4,"Region",2017,20170908,43346,"Smilax rotundifolia","Sapling",9779,"Ilex opaca","Alive Standing","Vines in the crown",0
"PRWI-0392","PRWI","PRWI","na",3.00,3,"Region",2016,20160610,43346,"Smilax rotundifolia","Sapling",7314,"Ilex opaca","Alive Standing",,0
"NACE-0310","NACE","NACE","SUIT",3.00,3,"Region",2016,20160505,43346,"Smilax rotundifolia","Sapling",7430,"Fraxinus americana","Alive Standing","Vines in the crown",0
"NACE-0310","NACE","NACE","SUIT",3.00,3,"Region",2016,20160505,28602,"Parthenocissus quinquefolia","Sapling",7430,"Fraxinus americana","Alive Standing","Vines in the crown",0
"NACE-0310","NACE","NACE","SUIT",3.00,3,"Region",2016,20160505,35283,"Lonicera japonica","Sapling",7430,"Fraxinus americana","Alive Standing","Vines in the crown",1
"GWMP-0058","GWMP","POGO","GRFA",3.00,2,"Region",2015,20150715,43346,"Smilax rotundifolia","Sapling",4684,"Fagus grandifolia","Alive Standing",,0
"PRWI-0409","PRWI","PRWI","na",3.00,3,"Region",2016,20160526,43346,"Smilax rotundifolia","Sapling",8798,"Fagus grandifolia","Alive Standing",,0
"CHOH-1388","CHOH","POGO","na",3.00,3,"Region",2016,20160425,35283,"Lonicera japonica","Sapling",7623,"Asimina triloba","Alive Leaning","Vines in the crown",1
"CHOH-1388","CHOH","POGO","na",3.00,3,"Region",2016,20160425,506068,"Celastrus orbiculatus","Sapling",7623,"Asimina triloba","Alive Leaning","Vines in the crown",1
"CHOH-1388","CHOH","POGO","na",3.00,3,"Region",2016,20160425,28610,"Vitis vulpina","Sapling",7623,"Asimina triloba","Alive Leaning","Vines in the crown",0
"PRWI-0379","PRWI","PRWI","na",3.00,3,"Region",2016,20160804,43346,"Smilax rotundifolia","Sapling",8678,"Fagus grandifolia","Alive Standing",,0
"ROCR-0147","ROCR","ROCR","na",3.00,4,"Region",2017,20170516,43346,"Smilax rotundifolia","Sapling",20126,"Quercus palustris","Alive Standing","Vines in the crown",0
"ROCR-0147","ROCR","ROCR","na",3.00,4,"Region",2017,20170516,35283,"Lonicera japonica","Sapling",20126,"Quercus palustris","Alive Standing","Vines in the crown",1
"GWMP-0253","GWMP","TIDE","na",4.00,2,"Region",2019,20190510,27020,"Wisteria floribunda","Sapling",4422,"Lonicera maackii","Alive Standing","Vines in the crown",1
"GWMP-0253","GWMP","TIDE","na",4.00,2,"Region",2019,20190510,18712,"Clematis terniflora","Sapling",4422,"Lonicera maackii","Alive Standing","Vines in the crown",1
"NACE-0623","NACE","PISC","PISC",3.00,2,"Region",2015,20150512,43346,"Smilax rotundifolia","Sapling",8210,"Acer rubrum","Alive Standing","Vines in the crown",0
"NACE-0623","NACE","PISC","PISC",3.00,2,"Region",2015,20150512,43346,"Smilax rotundifolia","Sapling",8209,"Acer rubrum","Alive Standing","Vines in the crown",0
"PRWI-0238","PRWI","PRWI","na",4.00,1,"Region",2018,20180821,43346,"Smilax rotundifolia","Sapling",3100,"Ilex opaca","Alive Leaning","Vines in the crown",0
"ANTI-0190","ANTI","ANTI","na",3.00,2,"Region",2015,20150701,24833,"Rosa multiflora","Sapling",8159,"Celtis occidentalis","Alive Leaning","Vines in the crown",1
"PRWI-0379","PRWI","PRWI","na",3.00,3,"Region",2016,20160804,43346,"Smilax rotundifolia","Sapling",8679,"Liquidambar styraciflua","Alive Standing",,0
"PRWI-0456","PRWI","PRWI","na",3.00,4,"Region",2017,20170906,43346,"Smilax rotundifolia","Sapling",14551,"Quercus alba","Alive Standing",,0
"NACE-0586","NACE","PISC","PISC",3.00,4,"Region",2017,20170522,43346,"Smilax rotundifolia","Sapling",22998,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"NACE-0649","NACE","PISC","PISC",3.00,3,"Region",2016,20160511,35283,"Lonicera japonica","Sapling",7987,"Juniperus virginiana","Alive Standing",,1
"ROCR-0079","ROCR","ROCR","FOCI",3.00,3,"Region",2016,20160701,28632,"Ampelopsis brevipedunculata","Sapling",22513,"Viburnum plicatum","Alive Standing","Vines in the crown",1
"MANA-0054","MANA","MANA","na",4.00,1,"Region",2018,20180503,35283,"Lonicera japonica","Sapling",583,"Juniperus virginiana","Alive Standing",,1
"NACE-0310","NACE","NACE","SUIT",3.00,3,"Region",2016,20160505,506068,"Celastrus orbiculatus","Sapling",7429,"Platanus occidentalis","Alive Standing","Vines in the crown",1
"NACE-0310","NACE","NACE","SUIT",3.00,3,"Region",2016,20160505,35283,"Lonicera japonica","Sapling",7429,"Platanus occidentalis","Alive Standing","Vines in the crown",1
"NACE-0310","NACE","NACE","SUIT",3.00,3,"Region",2016,20160505,28610,"Vitis vulpina","Sapling",7429,"Platanus occidentalis","Alive Standing","Vines in the crown",0
"CHOH-0989","CHOH","BRUN","na",3.00,2,"Region",2015,20150709,35283,"Lonicera japonica","Sapling",5385,"Fraxinus americana","Alive Standing","Vines in the crown",1
"ANTI-0082","ANTI","ANTI","na",3.00,3,"Park",2016,20160712,35283,"Lonicera japonica","Sapling",15961,"Ailanthus altissima","Alive Standing",,1
"CHOH-1366","CHOH","POGO","na",3.00,4,"Region",2017,20170823,506068,"Celastrus orbiculatus","Sapling",23140,"Asimina triloba","Alive Standing","Vines in the crown",1
"CHOH-1366","CHOH","POGO","na",3.00,4,"Region",2017,20170823,506068,"Celastrus orbiculatus","Sapling",9678,"Asimina triloba","Alive Standing","Vines in the crown",1
"CHOH-0271","CHOH","WILL","na",3.00,4,"Region",2017,20170811,28610,"Vitis vulpina","Sapling",20934,"Asimina triloba","Alive Standing","Vines in the crown",0
"CHOH-0271","CHOH","WILL","na",3.00,4,"Region",2017,20170811,506068,"Celastrus orbiculatus","Sapling",20934,"Asimina triloba","Alive Standing","Vines in the crown",1
"PRWI-0273","PRWI","PRWI","na",3.00,3,"Region",2016,20160609,43346,"Smilax rotundifolia","Sapling",22416,"Quercus alba","Alive Standing",,0
"PRWI-0256","PRWI","PRWI","na",3.00,4,"Region",2017,20170605,43346,"Smilax rotundifolia","Sapling",23214,"Fagus grandifolia","Alive Standing",,0
"PRWI-0301","PRWI","PRWI","na",3.00,4,"Region",2017,20170619,43346,"Smilax rotundifolia","Sapling",14176,"Quercus velutina","Alive Standing",,0
"ROCR-0147","ROCR","ROCR","na",3.00,4,"Region",2017,20170516,43346,"Smilax rotundifolia","Sapling",22991,"Quercus falcata","Alive Leaning","Vines in the crown",0
"ROCR-0147","ROCR","ROCR","na",3.00,4,"Region",2017,20170516,35283,"Lonicera japonica","Sapling",22991,"Quercus falcata","Alive Leaning","Vines in the crown",1
"ROCR-0147","ROCR","ROCR","na",3.00,4,"Region",2017,20170516,28602,"Parthenocissus quinquefolia","Sapling",22991,"Quercus falcata","Alive Leaning","Vines in the crown",0
"GWMP-0253","GWMP","TIDE","na",3.00,2,"Region",2015,20150506,35283,"Lonicera japonica","Sapling",15361,"Lonicera maackii","Alive Standing",,1
"GWMP-0253","GWMP","TIDE","na",3.00,2,"Region",2015,20150506,29393,"Hedera helix","Sapling",15361,"Lonicera maackii","Alive Standing",,1
"GWMP-0253","GWMP","TIDE","na",3.00,2,"Region",2015,20150506,24833,"Rosa multiflora","Sapling",15361,"Lonicera maackii","Alive Standing",,1
"CHOH-0247","CHOH","WILL","na",3.00,3,"Region",2016,20160623,28610,"Vitis vulpina","Sapling",7548,"Fraxinus americana","Alive Standing","Vines in the crown",0
"GWMP-0057","GWMP","POGO","GRFA",3.00,2,"Region",2015,20150715,43346,"Smilax rotundifolia","Sapling",4725,"Ilex opaca","Alive Leaning","Vines in the crown",0
"GWMP-0253","GWMP","TIDE","na",3.00,2,"Region",2015,20150506,29393,"Hedera helix","Sapling",4420,"Lonicera maackii","Alive Standing",,1
"GWMP-0253","GWMP","TIDE","na",3.00,2,"Region",2015,20150506,35283,"Lonicera japonica","Sapling",4420,"Lonicera maackii","Alive Standing",,1
"GWMP-0253","GWMP","TIDE","na",3.00,2,"Region",2015,20150506,27020,"Wisteria floribunda","Sapling",4420,"Lonicera maackii","Alive Standing",,1
"MANA-0060","MANA","MANA","na",4.00,1,"Region",2018,20180508,35283,"Lonicera japonica","Sapling",566,"Viburnum prunifolium","Alive Standing",,1
"GWMP-0253","GWMP","TIDE","na",3.00,2,"Region",2015,20150506,35283,"Lonicera japonica","Sapling",4424,"Lonicera maackii","Alive Standing",,1
"GWMP-0253","GWMP","TIDE","na",3.00,2,"Region",2015,20150506,29393,"Hedera helix","Sapling",4424,"Lonicera maackii","Alive Standing",,1
"GWMP-0253","GWMP","TIDE","na",3.00,2,"Region",2015,20150506,18712,"Clematis terniflora","Sapling",4424,"Lonicera maackii","Alive Standing",,1
"NACE-0131","NACE","GREE","GREE",4.00,1,"Region",2018,20180522,35283,"Lonicera japonica","Sapling",21004,"Liquidambar styraciflua","Alive Standing",,1
"NACE-0623","NACE","PISC","PISC",3.00,2,"Region",2015,20150512,43346,"Smilax rotundifolia","Sapling",8215,"Vaccinium corymbosum","Alive Standing","Vines in the crown",0
"ROCR-0186","ROCR","ROCR","na",4.00,2,"Region",2019,20190528,28632,"Ampelopsis brevipedunculata","Sapling",15651,"Viburnum prunifolium","Alive Standing",,1
"PRWI-0120","PRWI","PRWI","na",3.00,2,"Region",2015,20150618,43346,"Smilax rotundifolia","Sapling",13318,"Vaccinium corymbosum","Alive Leaning","Vines in the crown",0
"GWMP-0286","GWMP","TIDE","na",3.00,3,"Region",2016,20160811,28602,"Parthenocissus quinquefolia","Sapling",8997,"Cornus amomum","Alive Standing",,0
"ROCR-0023","ROCR","ROCR","na",3.00,4,"Region",2017,20170810,28610,"Vitis vulpina","Sapling",9940,"Quercus alba","Alive Standing","Vines in the crown",0
"NACE-0453","NACE","PISC","PISC",3.00,3,"Region",2016,20160826,28615,"Vitis cinerea","Sapling",22950,"Ilex opaca","Alive Standing",,0
"CHOH-0247","CHOH","WILL","na",3.00,3,"Region",2016,20160623,24833,"Rosa multiflora","Sapling",7532,"Elaeagnus umbellata","Alive Standing","Vines in the crown",1
"ROCR-0079","ROCR","ROCR","FOCI",3.00,3,"Region",2016,20160701,28632,"Ampelopsis brevipedunculata","Sapling",22512,"Viburnum plicatum","Alive Standing","Vines in the crown",1
"PRWI-0379","PRWI","PRWI","na",3.00,3,"Region",2016,20160804,43346,"Smilax rotundifolia","Sapling",8684,"Ilex opaca","Alive Standing",,0
"PRWI-0273","PRWI","PRWI","na",3.00,3,"Region",2016,20160609,43346,"Smilax rotundifolia","Sapling",16930,"Carya glabra","Alive Standing",,0
"PRWI-0273","PRWI","PRWI","na",3.00,3,"Region",2016,20160609,43346,"Smilax rotundifolia","Sapling",16926,"Quercus coccinea","Alive Standing",,0
"MANA-0060","MANA","MANA","na",4.00,1,"Region",2018,20180508,35283,"Lonicera japonica","Sapling",12626,"Elaeagnus umbellata","Alive Standing",,1
"PRWI-0120","PRWI","PRWI","na",3.00,2,"Region",2015,20150618,43346,"Smilax rotundifolia","Sapling",5974,"Vaccinium corymbosum","Alive Standing","Vines in the crown",0
"PRWI-0120","PRWI","PRWI","na",3.00,2,"Region",2015,20150618,25390,"Apios americana","Sapling",5974,"Vaccinium corymbosum","Alive Standing","Vines in the crown",0
"PRWI-0120","PRWI","PRWI","na",3.00,2,"Region",2015,20150618,43367,"Dioscorea villosa","Sapling",5974,"Vaccinium corymbosum","Alive Standing","Vines in the crown",0
"PRWI-0120","PRWI","PRWI","na",4.00,2,"Region",2019,20190716,43346,"Smilax rotundifolia","Sapling",5972,"Vaccinium fuscatum","Alive Leaning","Vines in the crown",0
"CHOH-0847","CHOH","WILL","na",3.00,4,"Region",2017,20170707,35283,"Lonicera japonica","Sapling",14280,"Asimina triloba","Alive Standing",,1
"GWMP-0253","GWMP","TIDE","na",4.00,2,"Region",2019,20190510,29393,"Hedera helix","Sapling",4420,"Lonicera maackii","Alive Standing","Vines in the crown",1
"GWMP-0253","GWMP","TIDE","na",4.00,2,"Region",2019,20190510,27020,"Wisteria floribunda","Sapling",4420,"Lonicera maackii","Alive Standing","Vines in the crown",1
"PRWI-0069","PRWI","PRWI","na",3.00,3,"Region",2016,20160713,43346,"Smilax rotundifolia","Sapling",8761,"Cornus florida","Alive Standing","Vines in the crown",0
"PRWI-0120","PRWI","PRWI","na",3.00,2,"Region",2015,20150618,43346,"Smilax rotundifolia","Sapling",6806,"Hamamelis virginiana","Alive Broken",,0
"CHOH-1338","CHOH","POGO","na",4.00,1,"Region",2018,20181012,43342,"Smilax glauca","Sapling",1398,"Ilex opaca","Alive Standing",,0
"PRWI-0456","PRWI","PRWI","na",3.00,4,"Region",2017,20170906,43346,"Smilax rotundifolia","Sapling",14555,"Quercus alba","Alive Standing",,0
"NACE-0468","NACE","PISC","PISC",4.00,1,"Region",2018,20180711,35283,"Lonicera japonica","Sapling",4222,"Liquidambar styraciflua","Alive Standing",,1
"PRWI-0120","PRWI","PRWI","na",4.00,2,"Region",2019,20190716,43346,"Smilax rotundifolia","Sapling",6806,"Hamamelis virginiana","Alive Standing",,0
"GWMP-0253","GWMP","TIDE","na",4.00,2,"Region",2019,20190510,27020,"Wisteria floribunda","Sapling",25315,"Cornus amomum","Alive Leaning","Vines in the crown",1
"GWMP-0253","GWMP","TIDE","na",4.00,2,"Region",2019,20190510,35283,"Lonicera japonica","Sapling",25315,"Cornus amomum","Alive Leaning","Vines in the crown",1
"GWMP-0253","GWMP","TIDE","na",4.00,2,"Region",2019,20190510,24833,"Rosa multiflora","Sapling",25315,"Cornus amomum","Alive Leaning","Vines in the crown",1
"GWMP-0253","GWMP","TIDE","na",4.00,2,"Region",2019,20190510,18712,"Clematis terniflora","Sapling",25315,"Cornus amomum","Alive Leaning","Vines in the crown",1
"NACE-0087","NACE","GREE","GREE",4.00,1,"Region",2018,20180522,43346,"Smilax rotundifolia","Sapling",1448,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"CHOH-1388","CHOH","POGO","na",3.00,3,"Region",2016,20160425,35283,"Lonicera japonica","Sapling",7624,"Asimina triloba","Alive Leaning","Vines in the crown",1
"GWMP-0253","GWMP","TIDE","na",4.00,2,"Region",2019,20190510,29393,"Hedera helix","Sapling",4424,"Lonicera maackii","Alive Standing","Vines in the crown",1
"GWMP-0253","GWMP","TIDE","na",4.00,2,"Region",2019,20190510,35283,"Lonicera japonica","Sapling",4424,"Lonicera maackii","Alive Standing","Vines in the crown",1
"GWMP-0253","GWMP","TIDE","na",4.00,2,"Region",2019,20190510,27020,"Wisteria floribunda","Sapling",4424,"Lonicera maackii","Alive Standing","Vines in the crown",1
"PRWI-0069","PRWI","PRWI","na",3.00,3,"Region",2016,20160713,43346,"Smilax rotundifolia","Sapling",16501,"Ilex opaca","Alive Standing","Vines in the crown",0
"NACE-0623","NACE","PISC","PISC",3.00,2,"Region",2015,20150512,43346,"Smilax rotundifolia","Inactive (In Field)",8234,"Vaccinium fuscatum","Alive Standing","Vines in the crown",0
"PRWI-0256","PRWI","PRWI","na",3.00,4,"Region",2017,20170605,43346,"Smilax rotundifolia","Sapling",9596,"Liquidambar styraciflua","Alive Standing",,0
"MANA-0060","MANA","MANA","na",4.00,1,"Region",2018,20180508,35283,"Lonicera japonica","Sapling",23081,"Elaeagnus umbellata","Alive Standing",,1
"PRWI-0659","PRWI","PRWI","na",3.00,4,"Region",2017,20170615,43346,"Smilax rotundifolia","Sapling",9471,"Fagus grandifolia","Alive Standing",,0
"NACE-0621","NACE","PISC","PISC",4.00,2,"Region",2019,20190522,43346,"Smilax rotundifolia","Sapling",5838,"Ilex opaca","Alive Standing",,0
"PRWI-0273","PRWI","PRWI","na",3.00,3,"Region",2016,20160609,43346,"Smilax rotundifolia","Sapling",22406,"Lyonia ligustrina","Alive Standing","Vines in the crown",0
"GWMP-0256","GWMP","TIDE","na",3.00,2,"Region",2015,20150515,29393,"Hedera helix","Tree",10516,"Ulmus americana","Alive Standing","Vines in the crown",1
"GWMP-0256","GWMP","TIDE","na",3.00,2,"Region",2015,20150515,35283,"Lonicera japonica","Tree",10516,"Ulmus americana","Alive Standing","Vines in the crown",1
"PRWI-0273","PRWI","PRWI","na",3.00,3,"Region",2016,20160609,43346,"Smilax rotundifolia","Sapling",22418,"Carpinus caroliniana","Alive Standing",,0
"CHOH-1342","CHOH","POGO","na",4.00,1,"Region",2018,20180926,35283,"Lonicera japonica","Sapling",25305,"Asimina triloba","Alive Standing",,1
"PRWI-0238","PRWI","PRWI","na",4.00,1,"Region",2018,20180821,43346,"Smilax rotundifolia","Sapling",3099,"Ilex opaca","Alive Fallen","Vines in the crown",0
"CHOH-1388","CHOH","POGO","na",3.00,3,"Region",2016,20160425,506068,"Celastrus orbiculatus","Sapling",7634,"Asimina triloba","Alive Standing","Vines in the crown",1
"CHOH-1388","CHOH","POGO","na",3.00,3,"Region",2016,20160425,28610,"Vitis vulpina","Sapling",7634,"Asimina triloba","Alive Standing","Vines in the crown",0
"NACE-0021","NACE","GREE","BAWA",3.00,2,"Region",2015,20150819,35283,"Lonicera japonica","Sapling",6358,"Liquidambar styraciflua","Alive Standing",,1
"NACE-0021","NACE","GREE","BAWA",3.00,2,"Region",2015,20150819,28602,"Parthenocissus quinquefolia","Sapling",6358,"Liquidambar styraciflua","Alive Standing",,0
"GWMP-0207","GWMP","TIDE","THIS",4.00,1,"Region",2018,20180608,506068,"Celastrus orbiculatus","Sapling",21026,"Asimina triloba","Alive Standing","Vines in the crown",1
"PRWI-0601","PRWI","PRWI","na",3.00,3,"Region",2016,20160809,43346,"Smilax rotundifolia","Sapling",8460,"Nyssa sylvatica","Alive Leaning","Vines in the crown",0
"ROCR-0092","ROCR","ROCR","na",4.00,1,"Region",2018,20180725,43346,"Smilax rotundifolia","Sapling",21770,"Fagus grandifolia","Alive Standing","Vines in the crown",0
"ROCR-0092","ROCR","ROCR","na",4.00,1,"Region",2018,20180725,28632,"Ampelopsis brevipedunculata","Sapling",21770,"Fagus grandifolia","Alive Standing","Vines in the crown",1
"ROCR-0092","ROCR","ROCR","na",4.00,1,"Region",2018,20180725,28610,"Vitis vulpina","Sapling",21770,"Fagus grandifolia","Alive Standing","Vines in the crown",0
"PRWI-0379","PRWI","PRWI","na",3.00,3,"Region",2016,20160804,43346,"Smilax rotundifolia","Sapling",8683,"Fagus grandifolia","Alive Standing",,0
"CHOH-0964","CHOH","WILL","na",3.00,3,"Region",2016,20160628,28610,"Vitis vulpina","Sapling",7580,"Asimina triloba","Alive Standing","Vines in the crown",0
"ROCR-0147","ROCR","ROCR","na",3.00,4,"Region",2017,20170516,43346,"Smilax rotundifolia","Sapling",14690,"Acer rubrum","Alive Standing",,0
"GWMP-0256","GWMP","TIDE","na",3.00,2,"Region",2015,20150515,35283,"Lonicera japonica","Sapling",4549,"Ilex opaca","Alive Leaning","Vines in the crown",1
"PRWI-0392","PRWI","PRWI","na",3.00,3,"Region",2016,20160610,43346,"Smilax rotundifolia","Sapling",7303,"Carpinus caroliniana","Alive Standing",,0
"PRWI-0276","PRWI","PRWI","na",4.00,1,"Region",2018,20180605,43346,"Smilax rotundifolia","Sapling",21096,"Lyonia ligustrina","Alive Standing",,0
