"","Plot_Name","Sample_Year","Live_BA","Dead_BA","Rock_Cover","Bare_Soil_Cover","Trampled","Event_Date_Txt","Deer_Impact","Protocol_Name"
"1184","PRWI-0446",2018,2.12699,0.15496,"<1","75-100","<1",20180620,5,"2.3"
"1185","PRWI-0447",2009,2.48989,NA,"<1","75-100","<1",20090612,NA,"2.0"
"1186","PRWI-0447",2017,2.69133,0.05391,"<1","75-100","<1",20170727,5,"2.3"
"1187","PRWI-0447",2013,2.5273,0.05557,"<1","75-100","<1",20130821,4,"2.0.1"
"1188","PRWI-0456",2017,1.36851,0.01057,"<1","50-75","<1",20170906,3,"2.3"
"1189","PRWI-0456",2013,1.18192,0.01075,"<1","50-75","<1",20130816,3,"2.0.1"
"1190","PRWI-0456",2009,1.07973,NA,"<1","50-75","<1",20090812,NA,"2.0"
"1191","PRWI-0463",2014,1.45687,0.2197,"<1","25-50","<1",20140718,3,"2.1"
"1192","PRWI-0463",2010,1.37106,NA,"<1","25-50","<1",20100628,NA,"2.0.1"
"1193","PRWI-0463",2018,1.45884,0.15781,"<1","50-75","<1",20180802,3,"2.3"
"1194","PRWI-0463",2006,1.44289,NA,"<1","<1","<1",20060822,NA,"1.0"
"1195","PRWI-0466",2008,1.73581,NA,"<1","50-75","<1",20080728,NA,"1.0"
"1196","PRWI-0466",2016,2.37941,0.11967,"<1","75-100","1-5",20160606,4,"2.2"
"1197","PRWI-0466",2012,2.2147,NA,"<1","75-100","1-5",20120725,NA,"2.0.1"
"1198","PRWI-0475",2011,2.48311,NA,"<1","75-100","1-5",20110810,NA,"2.0.1"
"1199","PRWI-0475",2015,2.60324,0.0776,"1-5","75-100","5-25",20150528,4,"2.2"
"1200","PRWI-0475",2019,2.77742,0.02302,"<1","75-100","1-5",20190618,5,""
"1201","PRWI-0475",2007,2.35673,NA,"1-5","75-100","<1",20070820,NA,"1.0"
"1202","PRWI-0480",2013,2.5429,0,"1-5","75-100","<1",20130916,4,"2.0.1"
"1203","PRWI-0480",2017,2.65347,0.01986,"1-5","75-100","5-25",20170727,5,"2.3"
"1204","PRWI-0480",2009,2.43017,NA,"<1","75-100","<1",20090710,NA,"2.0"
"1205","PRWI-0491",2006,0.95975,NA,"<1","<1","<1",20060821,NA,"1.0"
"1206","PRWI-0491",2018,1.21451,0.15008,"<1","50-75","5-25",20180802,3,"2.3"
"1207","PRWI-0491",2014,1.15424,0.15203,"1-5","50-75","5-25",20140718,3,"2.1"
"1208","PRWI-0491",2010,1.07101,NA,"1-5","75-100","<1",20100914,NA,"2.0.1"
"1209","PRWI-0494",2013,1.82078,0.16851,"<1","75-100","<1",20130801,4,"2.0.1"
"1210","PRWI-0494",2017,1.93514,0.48487,"5-25","25-50","<1",20170809,2,"2.3"
"1211","PRWI-0494",2009,1.71814,NA,"<1","75-100","<1",20090727,NA,"2.0"
"1212","PRWI-0497",2009,1.7432,NA,"<1","25-50","<1",20090609,NA,"2.0"
"1213","PRWI-0497",2017,1.84806,0.4114,"<1","75-100","<1",20170622,5,"2.3"
"1214","PRWI-0497",2013,1.89633,0.23542,"<1","75-100","<1",20130617,3,"2.0.1"
"1215","PRWI-0505",2008,2.16088,NA,"<1","1-5","<1",20080806,NA,"1.0"
"1216","PRWI-0505",2012,1.88502,NA,"<1","1-5","1-5",20120727,NA,"2.0.1"
"1217","PRWI-0505",2016,2.02011,0,"<1","5-25","5-25",20160824,4,"2.2"
"1218","PRWI-0508",2018,2.293,0.09172,"<1","75-100","<1",20180626,4,"2.3"
"1219","PRWI-0508",2014,2.23772,0.07358,"<1","75-100","<1",20140820,5,"2.1"
"1220","PRWI-0508",2010,2.10295,NA,"<1","75-100","<1",20100615,NA,"2.0.1"
"1221","PRWI-0508",2006,2.02328,NA,"1-5","<1","<1",20060825,NA,"1.0"
"1222","PRWI-0512",2019,3.01251,0.26361,"5-25","75-100","<1",20190730,5,""
"1223","PRWI-0512",2015,2.92448,0.25519,"<1","75-100","<1",20150630,5,"2.2"
"1224","PRWI-0512",2007,2.83077,NA,"1-5","25-50","<1",20070911,NA,"1.0"
"1225","PRWI-0512",2011,2.95214,NA,"<1","25-50","<1",20110623,NA,"2.0.1"
"1226","PRWI-0519",2009,2.22473,NA,"<1","75-100","<1",20090803,NA,"2.0"
"1227","PRWI-0519",2017,2.42625,0.2025,"<1","25-50","<1",20170731,3,"2.3"
"1228","PRWI-0519",2013,2.38685,0.17129,"<1","75-100","<1",20130725,3,"2.0.1"
"1229","PRWI-0530",2016,2.76174,0,"1-5","75-100","<1",20160601,5,"2.2"
"1230","PRWI-0530",2012,2.6071,NA,"5-25","75-100","<1",20120626,NA,"2.0.1"
"1231","PRWI-0530",2008,2.44905,NA,"1-5","75-100","<1",20080624,NA,"1.0"
"1232","PRWI-0537",2007,2.96455,NA,"<1","75-100","<1",20070914,NA,"1.0"
"1233","PRWI-0537",2015,2.64152,0.21738,"<1","75-100","<1",20150710,5,"2.2"
"1234","PRWI-0537",2011,2.69879,NA,"<1","50-75","1-5",20110715,NA,"2.0.1"
"1235","PRWI-0537",2019,2.08135,0.70345,"<1","50-75","1-5",20190729,4,""
"1236","PRWI-0539",2013,2.14679,0.22312,"<1","75-100","<1",20130821,4,"2.0.1"
"1237","PRWI-0539",2009,2.04119,NA,"<1","75-100","<1",20090714,NA,"2.0"
"1238","PRWI-0539",2017,2.19924,0.24123,"1-5","25-50","<1",20170726,5,"2.3"
"1239","PRWI-0546",2011,1.55498,NA,"<1","50-75","<1",20110914,NA,"2.0.1"
"1240","PRWI-0546",2007,1.42617,NA,"<1","50-75","<1",20070822,NA,"1.0"
"1241","PRWI-0546",2019,1.75789,0.04236,"<1","75-100","<1",20190801,4,""
"1242","PRWI-0546",2015,1.65514,0.04227,"<1","50-75","<1",20150806,4,"2.2"
"1243","PRWI-0555",2012,2.0339,NA,"<1","25-50","<1",20120828,NA,"2.0.1"
"1244","PRWI-0555",2008,1.82267,NA,"<1","25-50","1-5",20080728,NA,"1.0"
"1245","PRWI-0555",2016,2.2318,0.07793,"<1","25-50","<1",20160823,3,"2.2"
"1246","PRWI-0574",2009,2.17135,NA,"<1","75-100","<1",20090817,NA,"2.0"
"1247","PRWI-0574",2013,2.15953,0.22744,"1-5","75-100","<1",20130823,4,"2.0.1"
"1248","PRWI-0574",2017,2.06303,0.43338,"1-5","25-50","<1",20170801,4,"2.3"
"1249","PRWI-0575",2011,1.42136,NA,"<1","75-100","<1",20110719,NA,"2.0.1"
"1250","PRWI-0575",2007,1.50738,NA,"<1","75-100","<1",20070910,NA,"1.0"
"1251","PRWI-0575",2015,1.44182,0.28644,"<1","75-100","1-5",20150806,5,"2.2"
"1252","PRWI-0575",2019,1.519,0.1572,"<1","75-100","25-50",20190801,5,""
"1253","PRWI-0598",2013,1.76387,0.2275,"<1","50-75","1-5",20130805,3,"2.0.1"
"1254","PRWI-0598",2009,1.85333,NA,"<1","25-50","<1",20090715,NA,"2.0"
"1255","PRWI-0598",2017,1.8045,0.32462,"<1","25-50","<1",20170801,3,"2.3"
"1256","PRWI-0601",2016,2.02966,0.24109,"<1","75-100","5-25",20160809,4,"2.2"
"1257","PRWI-0601",2008,1.82322,NA,"<1","50-75","<1",20080905,NA,"1.0"
"1258","PRWI-0601",2012,1.86983,NA,"<1","75-100","<1",20120806,NA,"2.0.1"
"1259","PRWI-0608",2019,1.94754,0.53386,"<1","75-100","<1",20190904,4,""
"1260","PRWI-0608",2007,1.75519,NA,"<1","25-50","<1",20070827,NA,"1.0"
"1261","PRWI-0608",2011,1.70406,NA,"<1","50-75","<1",20110719,NA,"2.0.1"
"1262","PRWI-0608",2015,1.82599,0.70483,"<1","75-100","<1",20150721,3,"2.2"
"1263","PRWI-0614",2013,2.70902,0.10521,"<1","75-100","<1",20130611,4,"2.0.1"
"1264","PRWI-0614",2017,2.62828,0.06158,"<1","50-75","<1",20170519,4,"2.3"
"1265","PRWI-0614",2009,2.53111,NA,"<1","50-75","<1",20090608,NA,"2.0"
"1266","PRWI-0615",2013,2.60851,0.11562,"<1","75-100","<1",20130611,5,"2.0.1"
"1267","PRWI-0615",2017,2.73818,0.1053,"<1","75-100","<1",20170519,4,"2.3"
"1268","PRWI-0615",2009,2.48871,NA,"<1","75-100","<1",20090603,NA,"2.0"
"1269","PRWI-0620",2017,2.00269,0.57445,"<1","50-75","75-100",20170803,5,"2.3"
"1270","PRWI-0620",2009,1.88728,NA,"<1","75-100","<1",20090714,NA,"2.0"
"1271","PRWI-0620",2013,1.85418,0.56398,"<1","75-100","<1",20130708,5,"2.0.1"
"1272","PRWI-0621",2006,1.66228,NA,"1-5","<1","<1",20060825,NA,"1.0"
"1273","PRWI-0621",2014,1.80747,0.16439,"<1","75-100","<1",20140820,4,"2.1"
"1274","PRWI-0621",2018,1.86559,0.24413,"<1","75-100","<1",20180626,4,"2.3"
"1275","PRWI-0621",2010,1.68318,NA,"<1","75-100","<1",20100601,NA,"2.0.1"
"1276","PRWI-0625",2007,1.71318,NA,"<1","5-25","<1",20070828,NA,"1.0"
"1277","PRWI-0625",2019,2.00396,0.0671,"<1","5-25","<1",20190715,3,""
"1278","PRWI-0625",2011,1.73659,NA,"<1","5-25","<1",20110812,NA,"2.0.1"
"1279","PRWI-0625",2015,1.77802,0.06967,"<1","5-25","<1",20150616,4,"2.2"
"1280","PRWI-0632",2017,2.34533,0.25512,"<1","75-100","<1",20170615,5,"2.3"
"1281","PRWI-0632",2009,2.10889,NA,"<1","75-100","<1",20090730,NA,"2.0"
"1282","PRWI-0632",2013,2.18731,0.24456,"<1","75-100","<1",20130702,5,"2.0.1"
"1283","PRWI-0648",2013,2.7036,0.582,"<1","75-100","<1",20130708,4,"2.0.1"
"1284","PRWI-0648",2017,2.5797,0.95833,"<1","50-75","<1",20170802,5,"2.3"
"1285","PRWI-0648",2009,2.92442,NA,"<1","75-100","<1",20090811,NA,"2.0"
"1286","PRWI-0651",2011,2.19835,NA,"<1","50-75","<1",20110802,NA,"2.0.1"
"1287","PRWI-0651",2019,2.39571,0.51116,"<1","50-75","<1",20190701,3,""
"1288","PRWI-0651",2015,2.31054,0.52177,"<1","50-75","<1",20150616,5,"2.2"
"1289","PRWI-0651",2007,2.40769,NA,"<1","50-75","<1",20070828,NA,"1.0"
"1290","PRWI-0653",2008,1.62714,NA,"<1","50-75","<1",20080905,NA,"1.0"
"1291","PRWI-0653",2016,1.82906,0.05698,"<1","75-100","<1",20160818,4,"2.2"
"1292","PRWI-0653",2012,1.72256,NA,"<1","75-100","<1",20120814,NA,"2.0.1"
"1293","PRWI-0656",2011,2.34451,NA,"<1","50-75","<1",20110929,NA,"2.0.1"
"1294","PRWI-0656",2019,2.23725,0.46343,"<1","50-75","<1",20190718,4,""
"1295","PRWI-0656",2015,2.22175,0.41408,"<1","50-75","<1",20150810,5,"2.2"
"1296","PRWI-0656",2007,2.32299,NA,"<1","50-75","<1",20070822,NA,"1.0"
"1297","PRWI-0659",2013,2.64271,0.28276,"1-5","5-25","1-5",20130702,3,"2.0.1"
"1298","PRWI-0659",2009,2.51244,NA,"<1","50-75","<1",20090731,NA,"2.0"
"1299","PRWI-0659",2017,2.55035,0.42542,"<1","25-50","<1",20170615,3,"2.3"
"1300","PRWI-0660",2012,1.62657,NA,"<1","75-100","<1",20120820,NA,"2.0.1"
"1301","PRWI-0660",2008,1.96618,NA,"<1","75-100","<1",20080814,NA,"1.0"
"1302","PRWI-0660",2016,1.59455,0.81129,"<1","75-100","<1",20160818,4,"2.2"
"1303","PRWI-0679",2013,2.49089,0.26842,"<1","5-25","<1",20130620,4,"2.0.1"
"1304","PRWI-0679",2017,2.46763,0.53289,"<1","50-75","<1",20170901,5,"2.3"
"1305","PRWI-0679",2009,2.52957,NA,"<1","1-5","<1",20090813,NA,"2.0"
"1306","PRWI-0689",2016,1.53247,0.0715,"5-25","75-100","<1",20160822,5,"2.2"
"1307","PRWI-0689",2012,1.48068,NA,"<1","75-100","<1",20120823,NA,"2.0.1"
"1308","PRWI-0689",2008,1.68113,NA,"5-25","75-100","<1",20080814,NA,"1.0"
"1309","PRWI-0691",2007,1.61627,NA,"<1","75-100","<1",20070917,NA,"1.0"
"1310","PRWI-0691",2011,1.70058,NA,"<1","75-100","<1",20110826,NA,"2.0.1"
"1311","PRWI-0691",2015,1.83,0,"<1","75-100","<1",20150629,5,"2.2"
"1312","PRWI-0691",2019,1.78244,0.13695,"<1","75-100","<1",20190620,5,""
"1313","PRWI-0695",2006,1.99686,NA,"1-5","<1","<1",20060714,NA,"1.0"
"1314","PRWI-0695",2014,2.16602,0,"<1","75-100","5-25",20140801,5,"2.1"
"1315","PRWI-0695",2018,2.21697,0,"<1","75-100","5-25",20180604,4,"2.3"
"1316","PRWI-0695",2010,2.11095,NA,"1-5","50-75","<1",20100714,NA,"2.0.1"
"1317","PRWI-0707",2009,2.19524,NA,"1-5","1-5","<1",20090813,NA,"2.0"
"1318","PRWI-0707",2013,2.1886,0,"1-5","1-5","5-25",20130731,4,"2.0.1"
"1319","PRWI-0707",2017,2.24609,0.06337,"1-5","5-25","25-50",20170710,3,"2.3"
"1320","PRWI-0708",2009,2.4447,NA,"<1","5-25","<1",20090910,NA,"2.0"
"1321","PRWI-0708",2017,2.52568,0.31417,"<1","5-25","<1",20170918,3,"2.3"
"1322","PRWI-0708",2013,2.43288,0.25114,"<1","5-25","<1",20130909,3,"2.0.1"
"1323","PRWI-0712",2006,2.0997,NA,"<1","<1","<1",20060918,NA,"1.0"
"1324","PRWI-0712",2018,2.0636,0.46717,"<1","50-75","<1",20180625,4,"2.3"
"1325","PRWI-0712",2014,1.93634,0.36373,"<1","50-75","<1",20140612,4,"2.1"
"1326","PRWI-0712",2010,1.99605,NA,"<1","75-100","<1",20100921,NA,"2.0.1"
"1327","PRWI-0721",2016,2.40971,0,"<1","75-100","5-25",20160809,5,"2.2"
"1328","PRWI-0721",2008,2.09084,NA,"<1","75-100","<1",20080624,NA,"1.0"
"1329","PRWI-0721",2012,2.27317,NA,"<1","75-100","<1",20120626,NA,"2.0.1"
"1330","PRWI-0722",2018,1.84031,0.33618,"<1","75-100","<1",20180604,4,"2.3"
"1331","PRWI-0722",2014,1.87269,0.27521,"<1","75-100","<1",20140801,4,"2.1"
"1332","PRWI-0722",2006,1.88776,NA,"<1","<1","<1",20060713,NA,"1.0"
"1333","PRWI-0722",2010,1.95341,NA,"<1","75-100","<1",20100611,NA,"2.0.1"
"1334","PRWI-0728",2006,2.12143,NA,"<1","<1","<1",20060907,NA,"1.0"
"1335","PRWI-0728",2018,2.14209,0.50703,"<1","75-100","<1",20180601,5,"2.3"
"1336","PRWI-0728",2014,2.27779,0.21205,"<1","1-5","<1",20140619,5,"2.1"
"1337","PRWI-0728",2010,2.23673,NA,"<1","75-100","<1",20100616,NA,"2.0.1"
"1338","PRWI-0729",2013,1.11545,0.24983,"<1","5-25","<1",20130620,3,"2.0.1"
"1339","PRWI-0729",2009,1.24482,NA,"<1","5-25","1-5",20090910,NA,"2.0"
"1340","PRWI-0729",2017,1.2625,0.23414,"1-5","25-50","<1",20170814,3,"2.3"
"1341","PRWI-0738",2011,1.45534,NA,"<1","75-100","<1",20110708,NA,"2.0.1"
"1342","PRWI-0738",2019,1.83081,0.25055,"<1","75-100","<1",20190717,5,""
"1343","PRWI-0738",2015,1.64292,0.24105,"<1","75-100","<1",20150728,5,"2.2"
"1344","PRWI-0738",2007,1.30769,NA,"<1","75-100","<1",20070910,NA,"1.0"
"1345","PRWI-0741",2011,3.47073,NA,"<1","75-100","<1",20110613,NA,"2.0.1"
"1346","PRWI-0741",2007,3.31631,NA,"<1","75-100","<1",20070824,NA,"1.0"
"1347","PRWI-0741",2019,3.6786,0.20428,"<1","75-100","<1",20190620,5,""
"1348","PRWI-0741",2015,3.66554,0.01021,"<1","75-100","<1",20150630,5,"2.2"
"1349","PRWI-0742",2015,2.40303,0,"<1","75-100","5-25",20150827,5,"2.2"
"1350","PRWI-0742",2019,2.52682,0.02688,"<1","75-100","5-25",20190627,4,""
"1351","PRWI-0742",2007,2.0822,NA,"<1","75-100","<1",20070810,NA,"1.0"
"1352","PRWI-0742",2011,2.2436,NA,"<1","75-100","<1",20110629,NA,"2.0.1"
"1353","PRWI-0744",2011,2.64798,NA,"<1","75-100","<1",20110805,NA,"2.0.1"
"1354","PRWI-0744",2007,2.47255,NA,"<1","75-100","<1",20070821,NA,"1.0"
"1355","PRWI-0744",2015,2.40913,0,"<1","75-100","<1",20150609,4,"2.2"
"1356","PRWI-0744",2019,2.29967,0.10694,"<1","75-100","<1",20190806,5,""
"1357","PRWI-0751",2018,1.29524,0,"1-5","75-100","<1",20180601,5,"2.3"
"1358","PRWI-0751",2006,1.1916,NA,"1-5","<1","<1",20060907,NA,"1.0"
"1359","PRWI-0751",2014,1.20585,0,"1-5","75-100","5-25",20140619,5,"2.1"
"1360","PRWI-0751",2010,1.14195,NA,"1-5","75-100","<1",20100615,NA,"2.0.1"
"1361","PRWI-0759",2012,1.68174,NA,"<1","75-100","5-25",20120730,NA,"2.0.1"
"1362","PRWI-0759",2008,1.6449,NA,"<1","75-100","1-5",20080918,NA,"1.0"
"1363","PRWI-0759",2016,1.80002,0,"<1","75-100","5-25",20160808,5,"2.2"
"1364","PRWI-0778",2009,2.38226,NA,"<1","75-100","<1",20090827,NA,"2.0"
"1365","PRWI-0778",2013,2.45992,0.04155,"<1","75-100","5-25",20130613,3,"2.0.1"
"1366","PRWI-0778",2017,2.6017,0.10621,"<1","50-75","5-25",20170803,4,"2.3"
"1367","PRWI-0779",2007,1.98941,NA,"<1","75-100","<1",20070605,NA,"1.0"
"1368","PRWI-0779",2011,1.99665,NA,"<1","75-100","<1",20110822,NA,"2.0.1"
"1369","PRWI-0779",2015,1.79091,0.54269,"<1","75-100","<1",20150721,4,"2.2"
"1370","PRWI-0779",2019,1.59245,0.60426,"<1","75-100","5-25",20190806,4,""
"1371","PRWI-0783",2012,1.47864,NA,"<1","75-100","<1",20120731,NA,"2.0.1"
"1372","PRWI-0783",2016,1.54923,0,"<1","75-100","<1",20160729,5,"2.2"
"1373","PRWI-0783",2008,1.38942,NA,"<1","75-100","<1",20080924,NA,"1.0"
"1374","PRWI-0789",2010,2.85029,NA,"<1","75-100","1-5",20100921,NA,"2.0.1"
"1375","PRWI-0789",2018,2.65695,0.33319,"<1","75-100","1-5",20180625,5,"2.3"
"1376","PRWI-0789",2014,2.67378,0.14364,"<1","75-100","1-5",20140624,4,"2.1"
"1377","PRWI-0789",2006,2.85555,NA,"<1","<1","1-5",20061013,NA,"1.0"
"1378","PRWI-0796",2018,1.53561,0.12503,"<1","50-75","5-25",20180629,4,"2.3"
"1379","PRWI-0796",2006,1.53007,NA,"<1","1-5","<1",20060829,NA,"1.0"
"1380","PRWI-0796",2014,1.42174,0.12795,"<1","75-100","5-25",20140624,4,"2.1"
"1381","PRWI-0796",2010,1.40395,NA,"<1","75-100","<1",20100721,NA,"2.0.1"
"1382","PRWI-0800",2012,1.15171,NA,"<1","75-100","1-5",20120730,NA,"2.0.1"
"1383","PRWI-0800",2008,1.09086,NA,"1-5","75-100","<1",20080918,NA,"1.0"
"1384","PRWI-0800",2016,1.2419,0,"1-5","75-100","1-5",20160808,5,"2.2"
"1385","PRWI-0806",2017,2.54262,0.0141,"1-5","50-75","<1",20170512,3,"2.3"
"1386","PRWI-0806",2013,2.6512,0.01697,"<1","75-100","<1",20130613,4,"2.0.1"
"1387","PRWI-0806",2009,2.54716,NA,"<1","75-100","<1",20090715,NA,"2.0"
"1388","ROCR-0010",2018,3.17578,0,"<1","75-100","<1",20180516,5,"2.3"
"1389","ROCR-0010",2006,2.89138,NA,"<1","<1","<1",20060929,NA,"1.0"
"1390","ROCR-0010",2010,2.9664,NA,"<1","75-100","<1",20100608,NA,"2.0.1"
"1391","ROCR-0010",2014,3.07349,0,"<1","75-100","<1",20140828,5,"2.1"
"1392","ROCR-0020",2017,1.68881,0.01674,"1-5","50-75","25-50",20170420,4,"2.3"
"1393","ROCR-0020",2009,1.72705,NA,"<1","75-100","5-25",20090602,NA,"2.0"
"1394","ROCR-0020",2013,1.83572,0,"<1","75-100","25-50",20130603,4,"2.0.1"
"1395","ROCR-0023",2009,4.16387,NA,"<1","25-50","<1",20090702,NA,"2.0"
"1396","ROCR-0023",2017,4.54685,0.0276,"1-5","25-50","<1",20170810,3,"2.3"
"1397","ROCR-0023",2013,4.32926,0.0115,"<1","5-25","<1",20130603,3,"2.0.1"
"1398","ROCR-0027",2008,3.21932,NA,"<1","50-75","5-25",20080620,NA,"1.0"
"1399","ROCR-0027",2012,3.37127,NA,"<1","50-75","5-25",20120607,NA,"2.0.1"
"1400","ROCR-0027",2016,3.5448,0.1759,"<1","5-25","5-25",20160509,3,"2.2"
"1401","ROCR-0045",2012,2.86115,NA,"<1","75-100","<1",20120605,NA,"2.0.1"
"1402","ROCR-0045",2016,3.05628,0,"<1","75-100","<1",20160817,4,"2.2"
"1403","ROCR-0045",2008,2.69437,NA,"<1","75-100","<1",20080623,NA,"1.0"
"1404","ROCR-0048",2013,2.54419,0.03778,"1-5","25-50","1-5",20130626,4,"2.0.1"
"1405","ROCR-0048",2017,2.71132,0.05082,"1-5","5-25","1-5",20170728,3,"2.3"
"1406","ROCR-0048",2009,2.43563,NA,"<1","25-50","<1",20090702,NA,"2.0"
"1407","ROCR-0055",2008,2.88844,NA,"<1","50-75","<1",20080807,NA,"1.0"
"1408","ROCR-0055",2012,3.03151,NA,"<1","75-100","<1",20120601,NA,"2.0.1"
"1409","ROCR-0055",2016,3.24942,0.02217,"<1","50-75","<1",20160509,4,"2.2"
"1410","ROCR-0074",2017,1.59116,1.2505,"1-5","75-100","<1",20170525,5,"2.3"
"1411","ROCR-0074",2013,1.31452,1.29868,"<1","75-100","<1",20130705,5,"2.0.1"
"1412","ROCR-0074",2009,2.34992,NA,"<1","75-100","<1",20090713,NA,"2.0"
"1413","ROCR-0079",2012,2.59105,NA,"<1","25-50","5-25",20120906,NA,"2.0.1"
"1414","ROCR-0079",2016,2.55941,0.14014,"<1","5-25","25-50",20160701,4,"2.2"
"1415","ROCR-0079",2008,2.80376,NA,"<1","5-25","1-5",20080825,NA,"1.0"
"1416","ROCR-0092",2010,0.71202,NA,"1-5","<1","<1",20100618,NA,"2.0.1"
"1417","ROCR-0092",2018,0.93493,0.01208,"<1","1-5","1-5",20180725,4,"2.3"
"1418","ROCR-0092",2006,0.72282,NA,"<1","<1","<1",20060928,NA,"1.0"
"1419","ROCR-0092",2014,0.84315,0,"<1","1-5","<1",20140828,4,"2.1"
"1420","ROCR-0094",2014,2.70962,0.13569,"1-5","75-100","1-5",20140812,5,"2.1"
"1421","ROCR-0094",2018,2.82204,0.13462,"5-25","75-100","<1",20180725,5,"2.3"
"1422","ROCR-0094",2010,2.6111,NA,"1-5","75-100","1-5",20100730,NA,"2.0.1"
"1423","ROCR-0094",2006,2.55368,NA,"1-5","<1","<1",20060929,NA,"1.0"
"1424","ROCR-0099",2013,3.3896,0.12379,"<1","75-100","1-5",20130607,4,"2.0.1"
"1425","ROCR-0099",2009,3.23702,NA,"<1","50-75","1-5",20090706,NA,"2.0"
"1426","ROCR-0099",2017,3.55442,0,"1-5","50-75","<1",20170714,5,"2.3"
"1427","ROCR-0121",2016,2.34659,0.88792,"1-5","25-50","5-25",20160627,3,"2.2"
"1428","ROCR-0121",2012,2.47549,NA,"1-5","25-50","1-5",20120612,NA,"2.0.1"
"1429","ROCR-0121",2008,2.66031,NA,"1-5","25-50","1-5",20080807,NA,"1.0"
"1430","ROCR-0129",2013,2.59779,0.03828,"<1","75-100","1-5",20130607,4,"2.0.1"
"1431","ROCR-0129",2017,2.78317,0,"<1","75-100","5-25",20170821,5,"2.3"
"1432","ROCR-0129",2009,3.14125,NA,"<1","75-100","1-5",20090717,NA,"2.0"
"1433","ROCR-0145",2016,2.57881,0.67382,"1-5","75-100","5-25",20160506,5,"2.2"
"1434","ROCR-0145",2012,2.40897,NA,"1-5","75-100","1-5",20120612,NA,"2.0.1"
"1435","ROCR-0145",2008,3.02685,NA,"1-5","75-100","5-25",20080707,NA,"1.0"
"1436","ROCR-0147",2009,2.02683,NA,"<1","75-100","<1",20090819,NA,"2.0"
"1437","ROCR-0147",2013,2.01243,0.12527,"<1","75-100","1-5",20130524,1,"2.0.1"
"1438","ROCR-0147",2017,2.27788,0.12663,"<1","5-25","1-5",20170516,4,"2.3"
"1439","ROCR-0172",2007,3.78273,NA,"1-5","5-25","1-5",20070702,NA,"1.0"
"1440","ROCR-0172",2011,4.0399,NA,"<1","50-75","1-5",20110825,NA,"2.0.1"
"1441","ROCR-0172",2015,4.2226,0.16015,"<1","25-50","1-5",20150727,3,"2.2"
"1442","ROCR-0172",2019,4.33137,0.13975,"1-5","5-25","1-5",20190605,2,""
"1443","ROCR-0180",2016,2.13039,0.12439,"<1","75-100","1-5",20160630,5,"2.2"
"1444","ROCR-0180",2008,1.6022,NA,"<1","1-5","5-25",20080818,NA,"1.0"
"1445","ROCR-0180",2012,1.84912,NA,"<1","75-100","1-5",20120710,NA,"2.0.1"
"1446","ROCR-0186",2011,2.53384,NA,"<1","1-5","1-5",20110906,NA,"2.0.1"
"1447","ROCR-0186",2007,2.49173,NA,"<1","<1","<1",20070712,NA,"1.0"
"1448","ROCR-0186",2019,2.80605,0.02259,"<1","<1","5-25",20190528,3,""
"1449","ROCR-0186",2015,2.68596,0.01584,"<1","1-5","5-25",20150518,3,"2.2"
"1450","WOTR-0001",2011,2.60609,NA,"<1","1-5","1-5",20110608,NA,"2.0.1"
"1451","WOTR-0001",2015,2.81122,0.14154,"<1","1-5","<1",20150529,5,"2.2"
"1452","WOTR-0001",2019,3.00646,0.15394,"<1","1-5","<1",20190711,5,""
"1453","WOTR-0003",2011,2.67039,NA,"1-5","25-50","<1",20110628,NA,"2.0.1"
"1454","WOTR-0003",2019,2.87314,0.21941,"5-25","25-50","<1",20190711,3,""
"1455","WOTR-0003",2015,2.70163,0.21648,"5-25","25-50","<1",20150611,4,"2.2"
"1456","WOTR-0004",2017,2.72249,0.18198,"5-25","25-50","1-5",20170508,3,"2.3"
"1457","WOTR-0004",2013,2.54573,0.2667,"5-25","25-50","1-5",20130918,4,"2.0.1"
"1458","WOTR-0007",2019,1.0811,0.03185,"1-5","5-25","50-75",20190711,4,""
"1459","WOTR-0007",2011,0.86959,NA,"<1","25-50","5-25",20110628,NA,"2.0.1"
"1460","WOTR-0007",2015,1.02929,0.03333,"<1","5-25","25-50",20150529,4,"2.2"
"1461","WOTR-0008",2006,2.78455,NA,"<1","<1","<1",20060628,NA,"1.0"
"1462","WOTR-0008",2014,1.91659,0.7026,"<1","50-75","1-5",20140703,4,"2.1"
"1463","WOTR-0008",2018,1.74495,0.66095,"<1","50-75","1-5",20180525,3,"2.3"
"1464","WOTR-0008",2010,2.43543,NA,"<1","75-100","1-5",20100525,NA,"2.0.1"
"1465","WOTR-0009",2013,2.80748,0,"1-5","50-75","5-25",20130918,4,"2.0.1"
"1466","WOTR-0009",2017,2.91817,0.02525,"5-25","50-75","5-25",20170508,4,"2.3"
